"Name","Path","RiskScore","RiskReasons","ReferenceCount","ReferencedBy","OutputTables","IsTestFolder","IsTestName","IsDuplicate","CreatedDate","ModifiedDate"
"raw_lh_full_registration.Dataflow","servicepoint\raw\raw_lh_full_registration.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","LH Registration_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_lighthouse_grades.Dataflow","servicepoint\raw\raw_lighthouse_grades.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","Lighthouse Grades_DataDestination","False","False","False","1/14/2026 10:48:00 AM","1/14/2026 10:48:00 AM"
"raw_lsndc_services.Dataflow","lsndc\raw\raw_lsndc_services.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","lsndc_services_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"raw_mileage_logs.Dataflow","admin\app dev\raw_mileage_logs.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","mileage_accounting_submissions_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_paycor_turnover.Dataflow","admin\raw\raw_paycor_turnover.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","to 1111 turnover csv_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_screeners.Dataflow","admin\app dev\raw_screeners.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","screener_upload_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_sp_choice_intake.Dataflow","servicepoint\raw\raw_sp_choice_intake.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","Choice Intake_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_sp_demographics.Dataflow","servicepoint\raw\raw_sp_demographics.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","Client Demographics_DataDestination","False","True","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"ssvf_extension_ingest.Dataflow","ssvf_extension_ingest.Dataflow\mashup.pq","10","Referenced by 36 other flows - NOT SAFE TO DELETE","36","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow","","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_caddo_tests.Dataflow","jcampus\raw\raw_caddo_tests.Dataflow\mashup.pq","10","Referenced by 37 other flows - NOT SAFE TO DELETE","37","jcampus_caddo_test_transforms.Dataflow, raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","caddo_tests_DataDestination","True","True","False","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
"raw_lsndc_exits.Dataflow","lsndc\raw\raw_lsndc_exits.Dataflow\mashup.pq","10","Referenced by 37 other flows - NOT SAFE TO DELETE","37","gpd_entry_transforms.Dataflow, raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","lsndc_exits_DataDestination","False","False","False","1/14/2026 10:48:00 AM","1/14/2026 10:48:00 AM"
"raw_sp_services.Dataflow","servicepoint\raw\raw_sp_services.Dataflow\mashup.pq","10","Referenced by 37 other flows - NOT SAFE TO DELETE","37","servicepoint_services_transform.Dataflow, raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, ssvf_extension_ingest.Dataflow","sp_services_table_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"active_sp_clients.Dataflow","servicepoint\transformations\active_sp_clients.Dataflow\mashup.pq","10","Referenced by 38 other flows - NOT SAFE TO DELETE","38","active_sp_client_counts.Dataflow, active-client-service-counts.Dataflow, active_sp_client_counts.Dataflow, active-client-service-counts.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, choice_intake_transform.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, active_sp_client_counts.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage3_client_master.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow","2526_lh_clients_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_oig_check.Dataflow","admin\raw\raw_oig_check.Dataflow\mashup.pq","10","Referenced by 38 other flows - NOT SAFE TO DELETE","38","lighthhouse_dates.Dataflow, active_sp_clients.Dataflow, raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","exclusions_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"stage3_client_master.Dataflow","servicepoint\transformations\Lighthouse Attendance\stage3_client_master.Dataflow\mashup.pq","10","Referenced by 38 other flows - NOT SAFE TO DELETE","38","stage1_clean_entries.Dataflow, stage2_clean_services.Dataflow, lighthouse_grades_transform.Dataflow, stage1_clean_entries.Dataflow, stage2_clean_services.Dataflow, raw_sp_demographics.Dataflow, lighthouse_client_attend_final.Dataflow, raw_lh_full_registration.Dataflow, raw_sp_lighthouse_reg.Dataflow, lighthouse_client_attend_final.Dataflow, trans_sp_lighthouse_registration.Dataflow, stage5_sessions_possible.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, raw_paf_submission.Dataflow, raw_program_documentation.Dataflow, cisdm_progress_monitoring_trans.Dataflow, cis_accred_transforms.Dataflow, cis_jcampus_joins.Dataflow, raw-credible-brs.Dataflow, raw_credible_clients.Dataflow, raw_credible_episodes.Dataflow, credible_brs_transform.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, active_lsndc_clients.Dataflow, gpd_entry_transforms.Dataflow, raw_lsndc_tfa.Dataflow, raw_sp_entries.Dataflow, active_sp_clients.Dataflow, choice_intake_transform.Dataflow, choice_jcampus_transforms.Dataflow, stage6_attendance_final.Dataflow, lighthouse_grades_transform.Dataflow, sp_client_int_id_staging.Dataflow","","False","False","False","1/6/2026 11:02:08 AM","1/6/2026 11:28:25 AM"
"caddo-census.Dataflow","jcampus\raw\caddo-census.Dataflow\mashup.pq","10","Referenced by 39 other flows - NOT SAFE TO DELETE","39","lighthouse_cis_comb.Dataflow, trans_sp_lighthouse_registration.Dataflow, trans_caddo_jcampus_idLocator.Dataflow, raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow","caddo_census_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_desoto_census.Dataflow","raw_desoto_census.Dataflow\mashup.pq","10","Referenced by 39 other flows - NOT SAFE TO DELETE","39","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_clients_new.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow, raw_credible_clients.Dataflow, raw_caddo_tests.Dataflow, jcampus_caddo_test_transforms.Dataflow","desoto_census_DataDestination","False","False","False","1/2/2026 12:06:44 PM","1/2/2026 12:06:44 PM"
"raw_sp_clients_new.Dataflow","servicepoint\raw\raw_sp_clients_new.Dataflow\mashup.pq","10","Referenced by 42 other flows - NOT SAFE TO DELETE","42","raw_kudos_submissions.Dataflow, raw_mileage_logs.Dataflow, raw_screeners.Dataflow, raw_oig_check.Dataflow, raw_paf_submission.Dataflow, raw_paycor_pipe.Dataflow, raw_paycor_turnover.Dataflow, raw-cisdm-accreditation.Dataflow, raw_cisdm_caselist.Dataflow, raw_desoto_outreach.Dataflow, caddo-census.Dataflow, pipe_caddo_attend.Dataflow, pipe_caddo_grades.Dataflow, pipe_caddo_referrals.Dataflow, raw_caddo_locator.Dataflow, raw_caddo_tests.Dataflow, hmis_csv_ingest.Dataflow, arkansas_xml_export.Dataflow, hmis_export_ingest.Dataflow, raw_lsndc_clients.Dataflow, raw_lsndc_entries.Dataflow, raw_lsndc_exits.Dataflow, raw_lsndc_services.Dataflow, raw_cisdm_caseManagement_entries.Dataflow, raw_desoto_attendance.Dataflow, raw_desoto_census.Dataflow, raw_desoto_grade_detail.Dataflow, raw_desoto_referral_detail.Dataflow, raw_lsndc_tfa.Dataflow, raw_lh_full_registration.Dataflow, raw_lighthouse_grades.Dataflow, raw_sp_choice_intake.Dataflow, raw_sp_demographics.Dataflow, raw_sp_entries.Dataflow, raw_sp_services.Dataflow, ssvf_extension_ingest.Dataflow, stage2_clean_services.Dataflow, lighthouse_client_attend_final.Dataflow, stage2_clean_services.Dataflow, staging-credible-clients-episodes.Dataflow, lighthouse_cis_comb.Dataflow, trans_sp_lighthouse_registration.Dataflow","Clients_DataDestination","False","False","True","1/2/2026 12:06:44 PM","1/14/2026 10:48:00 AM"
